id,headline
699,Od przyszłego roku „Interwencje w sektorze pszczelarskim” będzie realizować Agencja Restrukturyzacji i Modernizacji Rolnictwa.
700,Mieszkańcy Zimbabwe w południowej Afryce nie będą musieli już chodzić na zakupu z torbami gotówki.
701,„Kupowanie polskich produktów to najprostszy sposób na wsparcie polskiej gospodarki” – napisał w nocy z soboty na niedzielę premier Mateusz Morawiecki.
702,PKP Intercity wstrzymały sprzedaż biletów na niektóre połączenia z terminem odjazdu po 18 kwietnia i po 1 maja – poinformowała w komunikacie spółka.
703,"Polska gospodarka i rynek pracy w dobie pandemii COVID-19 wykazały się znacznie większą odpornością, niż w wielu innych krajach Unii Europejskiej i świata."
704,Produkcja energii elektrycznej z węgla osiągnęła w Polsce najwyższą wartość od 8 lat; w 2021 r. wzrosła o 26 proc. wobec 2020 r. – wskazał Polski Instytut Ekonomiczny.
705,Mimo podpisanych umów i obowiązujących kontraktów Rosja nagle przerwała przesył gazu do Polski.
706,– Została podjęta decyzja na rozpoczęcie produkcji samochodów dostawczych Opla – poinformował premier Mateusz Morawiecki.
707,Rada Polityki Pieniężnej nie podwyższy stóp procentowych na rozpoczynającym się we wtorek posiedzeniu – powiedział ekonomista Banku Pekao Piotr Bartkiewicz.
708,"Agencja S&P Global Ratings podwyższyła prognozę wzrostu PKB Polski na 2019 r. do 4,1 proc. z 3,9 proc. i podtrzymała szacunki tego wskaźnika na 2020 r. na poziomie 3,1 proc. – wynika z raportu datowanego na 26 lipca."
709,Rozpoczęła się produkcja płynu do dezynfekcji rąk; pierwsze jego partie trafią do Agencji Rezerw Materiałowych i w ciągu paru dni także na stacje – oświadczył prezes PKN Orlen Daniel Obajtek.
710,To już definitywny koniec – tak o decyzji polskiego rządu dotyczącej zamknięcia hoteli mówi branża hotelowa – napisała „Rzeczpospolita”.
711,Na świecie jest coraz więcej miliarderów i są oni coraz bogatsi – wynika z raportu firmy doradczej PwC i szwajcarskiego banku UBS.
712,Centralny Port Komunikacyjny to projekt konkurencyjny wobec innych lotnisk zagranicznych; ważny dla rozwoju LOT-u – mówił pełnomocnik rządu ds.
713,– Dowód z warstwą elektroniczną zaczniemy wydawać od marca 2019 roku – powiedział minister cyfryzacji Marek Zagórski w rozmowie z reporterem RMF FM.
714,"Aż 340 mln euro ulokowali inwestorzy w nieruchomościach hotelowych w Polsce w ubiegłym roku. „Puls Biznesu” wskazuje, że to rekordowa wartość."
715,"Nowe, optymistyczne oceny wzrostu sektora usługowego w Wielkiej Brytanii sugerują, że kraj ten uniknie w tym roku recesji, wróżonej mu z powodu Brexitu."
716,"Sąd Okręgowy w Szczecinie oddalił w piątek pozew zbiorowy prawie 2,2 tys. akcjonariuszy Stoczni Szczecińskiej Porta Holding."
717,"Pomimo słabej koniunktury na świecie niemiecka gospodarka znów rozkręca się, ale robi to powoli."
718,"Nie wykluczam, że nastąpią zmiany, które nie będą wynikać z końca kadencji, ale z krytycznej oceny pracy zarządów."
719,"Stopa bezrobocia w lipcu 2021 r. wyniosła 5,8 proc., wobec 5,9 proc. w czerwcu – podał Główny Urząd Statystyczny."
720,Polska Agencja Żeglugi Powietrznej chce utrzymać dwie strefy opłat terminalowych – dla lotniska Chopina i 14 portów regionalnych.
721,Wzrost cen i inflacji oraz  drastyczny spadek wzrostu gospodarczego.
722,Prezydent Duda skieruje do Sejmu nowy projekt ustawy o restrukturyzacji kredytów walutowych – dowiedziała się  „Rzeczpospolita”.
723,"Marek Kondrat, czy Robert Lewandowski to wciąż jedne z lepiej wycenianych i angażowanych twarzy do reklam."
724,"Rosyjskie aktywa francuskiego koncernu Renault, w tym udziały grupy w spółce AvtoVAZ i moskiewska fabryka samochodów Renault, stały się własnością państwa – twierdzi rosyjskie ministerstwo przemysłu i handlu cytowane przez AFP."
725,To pierwszy taki transport drogą wodną od ponad 20 lat.
726,Portugalia negocjuje z Polską i Niemcami dostawy gazu – podają w piątek portugalskie media.
727,Supermarket w Brukseli sprzedaje warzywa i owoce uprawiane na własnym dachu.
728,"Politycy opozycji, którzy krytykowali budowę zapory na granicy z Białorusią, ViaCarpatia, kanału na Mierzei Wiślanej i Baltic Pipe, teraz coraz ostrzej uderzają w CPK."
729,Władze czeskiego kraju (województwa) libereckiego odwołały się od wydanej w styczniu polskiej decyzji otwierającej drogę do rozbudowy kopalni Turów – poinformował hetman (odpowiednik wojewody) kraju libereckiego Martin Puta.
730,Hiszpańska prokuratura oskarżyła znaną piosenkarkę muzyki pop Shakirę o oszustwa podatkowe.
731,"– W ciągu roku lukę w VAT ograniczyliśmy z 26 proc. do 14 proc., co oznacza, że jest ona poniżej średniej europejskiej – powiedział we wtorek wiceminister finansów Marian Banaś."
732,"Podczas prezydentury Andrzeja Dudy odnotowano wzrost PKB  o 31,5 proc. oraz spadek bezrobocia o 48,2 proc. – zwrócił uwagę jeden z użytkowników Twittera, który powołuje się na dane  Biuletynu Statystycznego GUS."
733,Z Rosji co roku wyparowują biliony rubli.
734,"W niedzielę w trasę z Bydgoszczy do Warszawy po raz pierwszy wyruszył pociąg IC Rejewski, nazwany na cześć słynnego bydgoskiego kryptologa – Mariana Rejewskiego."
735,Polskie Górnictwo Naftowe i Gazownictwo dostarczyło we wtorek do Mołdawii zakupione przez Kiszyniów milion metrów sześciennych gazu ziemnego.
736,Spółka Maskpol z Polskiej Grupy Zbrojeniowej (PGZ) dostarczy 148 tys. mundurów dla wojska – poinformowała we wtorek w komunikacie PGZ.
737,Poszkodowanemu należy się odszkodowanie odpowiadające kosztom profesjonalnej naprawy pojazdu.
738,"Normy emisji spalin, wyposażenie, systemy bezpieczeństwa i relacja polskiej waluty do euro."
739,"Namalowany w 1917 r. obraz „Akt leżący” włoskiego malarza Amedeo Modiglianiego został sprzedany w nowojorskim domu aukcyjnym Sotheby's za 157,2 mln dolarów."
740,"Produkcja przemysłowa w październiku spadła o 1,3 proc. rdr, a w porównaniu z wrześniem br. spadła o 2,5 proc. – wynika z poniedziałkowego komunikatu Głównego Urzędu Statystycznego."
741,Sąd UE oddalił w piątek wniosek Polski i PGNiG dotyczący zawieszania decyzji Komisji Europejskiej ws. przeprowadzenia aukcji na 50 proc. zdolności przesyłowych gazociągu Opal – podał w komunikacie Sąd UE.
742,"Kwestia podwójnych standardów produktów zostanie uwzględniona w kwietniu, podczas całościowego przeglądu praw konsumenckich UE przed Parlamentem Europejskim."
743,"Rząd Niemiec skłania się ku decyzji o dopuszczeniu Huawei do budowy krajowej sieci 5G, wbrew naciskom władz USA, które przedstawiają chiński koncern jako zagrożenie – podał dziennik „Wall Street Journal”, powołując się na anonimowe źródła."
744,Jak wygląda sytuacja złotego na międzynarodowym rynku walutowym?
745,"Elektromobilność to pierwsza rewolucja przemysłowa, w której możemy uczestniczyć jako lider, a nie odbiorca technologii – podkreśla wicepremier Mateusz Morawiecki w rozmowie z portalem wPolityce."
746,"Aby złagodzić skutki finansowe dla obywateli i całej gospodarki, Komisja Europejska przyjęła plan działań stanowiący kompleksową reakcję gospodarczą na pandemię koronawirusa."
747,"Ustawą o przeniesieniu środków z Otwartych Funduszy Emerytalnych na Indywidualne Konta Emerytalne oddajemy fundusze emerytom – zaznaczył minister finansów, inwestycji i rozwoju Jerzy Kwieciński."
748,"Kanclerz Austrii Sebastian Kurz wspiera budowę rosyjsko-niemieckiego gazociągu Nord Stream 2. „To jest europejski projekt”, który leży w interesie wielu krajów UE - powiedział Kurz w wywiadzie dla niemieckiej gazety „Welt am Sonntag”."
749,W Polsce zbliżamy się do 500 tys. prosumentów – oznajmił wiceszef resortu klimatu i środowiska Ireneusz Zyska.
750,Wojna na Ukrainie to dla niektórych stacji paliw okazja do nieuczciwych praktyk. „Rozwiązujemy natychmiastowo umowy z dziewięcioma stacjami sztucznie zawyżającymi ceny.
751,Agencja Nieruchomości Rolnych ogłosiła konkurs na nowego prezesa stadniny koni w Janowie Podlaskim.
752,"Nie ma zgody na poziomie UE na ograniczenie transportu do Rosji z użyciem ciężarówek, ale szukamy innych rozwiązań i furtek prawnych, aby ograniczyć taką działalność – powiedział w sobotę na konferencji prasowej rzecznik rządu Piotr Müller."
753,Polskie Górnictwo Naftowe i Gazownictwo (PGNiG) wybrało wykonawców rozbudowy kopalni Lubiatów.
754,Do 2021 r. sprzedaż dostępu do materiałów wideo w internecie wzrośnie w Polsce aż o 220 mln dol.
755,Wynik finansowy LOT  w 2019 r. zależy od wyników rozmów z Boeingiem w sprawie odszkodowania za uziemienie samolotów 737 MAX – poinformował prezes PLL LOT Rafał Milczarski.
756,"W ramach tegorocznej edycji Rządowego Programu na rzecz Aktywności Społecznej Osób Starszych dofinansowane zostaną 304 projekty na łączną kwotę blisko 38 mln zł – poinformowała minister rodziny, pracy i polityki społecznej Marlena Maląg."
757,Firma windykacyjna GetBack w ostatnich latach masowo nabywała portfele wierzytelności.
758,"We wrześniu inflacja utrzyma się na poziomie zbliżonym do obecnego, tj. około 3 proc. w ujęciu rocznym – prognozuje Ministerstwo Rozwoju."
759,"„Gdyby Putin 10 lat temu odciął dostawy gazu do Polski, panika byłaby ogromna – kraj był wówczas bezradnie narażony na dostawy rosyjskiego gazu” – pisze „Die Weltwoche”."
760,Agencja Fitch potwierdziła w piątek długoterminowy rating Polski w walucie obcej na poziomie „A–” – podano w komunikacie.
761,"Pracujemy w tej chwili nad tym, w jaki sposób ewentualnie skorygować system rozliczania umów zleceń, aby zaliczki były co miesiąc wyższe, a nie tak, że na koniec roku jest zwrot podatku – powiedział w Radiu Plus rzecznik rządu Piotr Müller."
762,"Polska jest jednym z ważniejszych importerów węgierskiego wina, a producenci chcieliby jeszcze zwiększyć swą obecność na tym rynku, jak powiedzieli przedstawiciel węgierskiego Ministerstwa Rolnictwa oraz osoby kierujące regionami winiarskimi."
763,Grecki parlament zaakceptował w niedzielę wieczorem kolejne reformy.
764,To będą trudne dni dla pasażerów kolei w Niemczech.
765,"Nie możemy udawać, że obecny nadzór nad ochroną konsumenta na rynku finansowym jest wystarczający."
766,Afera spalinowa zatacza nowe kręgi.
767,Urzędnicy ZUS-u chcą zdobyć nowe uprawnienia mające ułatwić walkę z osobami wyłudzającymi zwolnienia lekarskie – informuje „Gazeta Pomorska”.
768,"Złoty porusza się blisko najmocniejszego poziomu od ponad tygodnia; jeśli nastroje na rynkach nie ulegną pogorszeniu, jest szansa na krótkoterminową stabilizację naszej waluty – ocenili w komentarzach analitycy banków PKO BP i Pekao."
769,"Kurier Poranny informuje, że wojewoda podlaski wypłacił ponad 11,5 miliona złotych rekompensat."
770,Od 15 października kolejni przedsiębiorcy będą mogli wnioskować do ZUS o wsparcie.
771,"Firma Jaguar Land Rover (JLR), której właścicielem jest indyjski koncern motoryzacyjny Tata, planuje uruchomienie nowej fabryki w Europie Wschodniej i swą uwagę skupia na Polsce – donosi brytyjski dziennik „Sunday Times”."
772,Dane Krajowego Rejestru Długów są alarmujące.
773,"Produkujący samochody elektryczne amerykański koncern Tesla zwolnił kilkudziesięciu pracowników za zakładanie związku zawodowego – poinformowała w czwartek agencja AP, powołując się na centralę związkową Workers United."
774,"Budowa Centralnego Portu Komunikacyjnego uzyskała poparcie IATA, która skupia światowych przewoźników lotniczych – powiedział w sobotę w Brzesku minister infrastruktury."
775,Sto milionów dolarów – tyle miał wyłudzić 48-letni Litwin od dwóch amerykańskich firm technologicznych.
776,"Międzynarodowy Fundusz Walutowy pochwalił wzrost gospodarczy Polski, ale jednocześnie ostrzegł przed zagrożeniami."
777,"W ubiegłym roku wartość polskiego handlu internetowego przekroczyła 50 mld zł, w tym roku jest duża szansa, że przekroczy 100 mld zł – uważa minister finansów Tadeusz Kościński."
778,"Komisja Europejska pod naciskiem państw Zachodniej Europy zaproponowała, jak kraje mogą obchodzić unijne sankcje, by płacić Rosji za gaz w rublach."
779,"Import z Polski do Niemiec wzrasta tak mocno, że w pierwszym kwartale tego roku Polska stała się trzecim co do wielkości dostawcą dla RFN, wyprzedzając Stany Zjednoczone – pisze niemiecki dziennik ekonomiczny „Handelsblatt”."
780,"W Mszczonowie niedaleko Warszawy rozpoczyna się budowa pierwszego etapu „Park of Poland”, w którym powstanie „Suntago Wodny Świat”, największy kompleks takich atrakcji w Europie Środkowo-Wschodniej  – poinformował inwestor."
781,"Rząd chce nadzorować uprawy tytoniu, by ograniczyć szarą strefę."
782,"W realizacji jest 6,7 tys. mieszkań przeznaczonych dla najuboższych – poinformował wiceprezes BGK Włodzimierz Kocon."
783,Amerykańska sieć supermarketów Walmart wycofa z półek karabiny.
784,"Mianem „informacji nieprawdziwych, stanowiących pomówienia” określił właściciel Wolsztyńskiej Fabryki Mebli pojawiające się w mediach społecznościowych wpisy o rzekomym zwolnieniu przez ten zakład 70 doświadczonych polskich pracowników w celu zatrudnienia na ich miejsce obywateli Ukrainy."
785,"Władze Chin ogłosiły uruchomienie programu subwencjonowania linii lotniczych, które wykonują loty międzynarodowe z i do tego kraju."
786,"Rozwój sztucznej inteligencji, a także plany Google dotyczące inwestycji w Polsce były tematami spotkania prezydenta Andrzeja Dudy z kierownictwem Google'a i YouTube'a, które odbyło się w poniedziałek w siedzibie Google'a w Kalifornii."
787,"Jak informują media, stacja TVN zwróciła się do Krajowej Rady Radiofonii i Telewizji o przedłużenie koncesji."
788,Od 1 listopada każdy pasażer podróżujący Wizz Airem będzie mógł zabrać ze sobą na pokład jeden bezpłatny bagaż podręczny o wymiarach 40x30x20 cm – poinformował przewoźnik.
789,"Tempo wzrostu polskiej gospodarki w 2019 r. może wynieść 4,3 proc., dzięki rosnącej konsumpcji prywatnej i ożywieniu w inwestycjach – wynika z raportu Banku Światowego."
790,Dzięki shiploaderowi będzie możliwy załadunek około 1000 ton zboża na statek w ciągu godziny.
791,Prezes Urzędu Ochrony Konkurencji i Konsumentów wydał sześć decyzji dotyczących ukarania influencerów za brak współpracy z UOKiK.
792,"Spełnia surowe wymagania medyczne, a jednocześnie nie przepuszcza wirusów."
793,"Trybunał Arbitrażowy w Sztokholmie orzekł w wyroku częściowym, że spełniona została przesłanka kontraktowa uprawniająca PGNiG do żądania zmiany ceny za gaz dostarczany do Polski w ramach Kontraktu Jamalskiego – poinformowała w sobotę spółka."
794,"Automatyczny kasjer wypłaci pieniądze, gdy tylko będziemy mieć na to ochotę."
795,Minister finansów Tadeusz Kościński zdecydował o ponownym przedłużeniu terminu przekazania zapłaty zaliczek na podatek oraz zryczałtowanego podatku dochodowego od wynagrodzeń pobranych w marcu i kwietniu –  poinformował resort finansów.
796,Węgierski Wizz Air w czerwcu br. uruchomi z Polski pięć nowych tras letnich - poinformował w czwartek przewoźnik.
797,"Skutki finansowe prezydenckiego projektu tzw. ustawy frankowej mogą „nie tylko zachwiać stabilnością poszczególnych banków, ale również prowadzić do utraty zaufania do systemu bankowego, a w skrajnym scenariuszu spowodować kryzys finansowy” - stwierdziła KNF w opinii do prezydenckiego projektu ustawy dotyczącej tzw. frankowiczów."
798,"W środę Zakład Ubezpieczeń Społecznych przeleje na konta 86,2 tys. przedsiębiorców pierwsze świadczenia postojowe – poinformowała prezes ZUS prof."
799,"Międzynarodowe Forum Ekonomiczne tradycyjnie organizowano w Krynicy-Zdroju, jednak przez co najmniej sześć następnych lat impreza będzie odbywać się w Karpaczu."
800,"W trzecim etapie odmrażania planujemy uruchomić branżę gastronomiczną, fryzjerską i kosmetyczną – poinformowała wiceminister rozwoju Olga Semeniuk."
801,"Rząd planuje wydłużyć ustawowe wakacje kredytowe co najmniej o rok, czyli do końca 2024 roku – ustalił nieoficjalnie money.pl."
802,Do czerwca projekt będzie dopięty i przedstawiony – mówił pełnomocnik rządu ds. strategicznej infrastruktury energetycznej Piotr Naimski.
803,Już 4 proc. eksportu z Polski do Stanów Zjednoczonych stanowi seria gier „Wiedźmin”.
804,Dowody zakupów będzie można rejestrować dodatkowe pół roku.
805,"Premier Ukrainy deklaruje, że jego kraj spłaci zaciągnięte za granicą kredyty, ale na własnych warunkach."
806,"Na żadnym innym kontynencie nie można liczyć na taki wzrost, ale coś za coś."
807,"Minister energii Krzysztof Tchórzewski powiedział na Kongresie 590 w podrzeszowskiej Jasionce, że osiągnięcie przez nasz kraj neutralności klimatycznej do 2050 r. to koszt co najmniej 500 mld euro."
808,"W 2021 r. wartość polskiego rynku usług pocztowych sięgnęła ok. 12,89 mld zł wobec 11,6 mld zł w roku poprzednim - wynika z raportu Urzędu Komunikacji Elektronicznej."
809,"Wycofująca się z Polski sieć Tesco ogłosiła plan dużych zwolnień grupowych; zniknie sklep internetowy, zamkniętych zostanie też kilka kolejnych hipermarketów – pisze „Puls Biznesu”."
810,"Jedenaście milionów, sto jedenaście tysięcy sto jedenaście."
811,Administracja Joe Bidena rozważa przeprowadzenie formalnego przeglądu przejęcia Twittera przez Elona Muska – podał w środę „Washington Post”.
812,"– Byliśmy tanimi podwykonawcami dla stoczni, które świetnie funkcjonowały w oparciu o pomoc publiczną, niestety nie w naszym kraju."
813,PKP Polskie Linie Kolejowe ogłosiły ponowne przetargi na poprawę dostępu kolejowego do portów w Gdańsku i Gdyni – wynika z ogłoszeń o zamówieniu.
814,"Ankietowani przez NBP eksperci, reprezentujący instytucje finansowe i analityczno–badawcze, spodziewają się, że w tym roku inflacja CPI wyniesie 3,4 proc., a PKB wzrośnie o 3,7 proc. – wynika z opublikowanej we wtorek ankiety makroekonomicznej NBP."
815,"Chińskie władze zniosły zakaz importu polskiego drobiu, który obowiązywał od grudnia ub.r. w związku z przypadkami grypy ptaków – ogłosiła we wtorek chińska Administracja ds."
816,"Prezydent Francji Emmanuel Macron chce zliberalizować gospodarkę kraju; jego program opiera się na założeniu, że państwo opiekuńcze jest anachronizmem – pisze „Economist”."
817,Portugalia wypróbuje czterodniowy tydzień pracy bez cięcia płac.
818,"Z powodu potężnych „korków” przed portami w Niemczech, Holandii i Belgii czeka kilkadziesiąt statków."
819,"Przeładunki w polskich portach morskich w październiku tego roku wzrosły w stosunku do października roku poprzedniego o 13,8 proc., do 7,8 mln ton, a w okresie styczeń-październik wzrosły o 19,2 proc. do 74,7 mln ton ładunków – poinformował Główny Urząd Statystyczny."
820,"Projekt ustawy o funkcjonowaniu górnictwa węgla kamiennego, nad którym pracuje Sejm, umożliwia kolejne likwidacje kopalń za pieniądze z budżetu państwa – zauważa branżowy portal Wysokienapiecie.pl."
821,"90 proc. ropy, która trafi do rafinerii Orlenu, będzie z innego kierunku niż rosyjski – poinformował w środę prezes PKN Orlen Daniel Obajtek."
822,"Po październiku nadwyżka w budżecie wyniosła 6,5 mld zł – podało we wtorek Ministerstwo Finansów w komunikacie w sprawie szacunkowego wykonania budżetu państwa w okresie styczeń – październik 2018 r."
823,Siedziba Toyota Central Europe została przeniesiona z Budapesztu do Warszawy.
824,"Bank Światowy podniósł prognozę wzrostu gospodarczego dla Polski do 4 proc – o 0,1 proc. więcej w stosunku do prognozy z października i o 0,8 proc. więcej w stosunku do prognozy sprzed pół roku."
825,Wszyscy członkowie Unii Europejskiej we współpracy gospodarczej z Chinami widzą pewną szansę.
826,W Argentynie wzrost cen podstawowych produktów powszechnego spożycia wyniesie w tym roku 76 proc. i będzie najwyższy od czasów argentyńskiej hiperinflacji z 1991 roku - głosi najnowsza prognoza krajowego banku centralnego (BCRA).
827,Frankowicze ostro krytykują założenia przedstawionego przez posłów PO założenia projektu dotyczącego kredytobiorców.
828,Do 2022 roku z jednego źródła będzie można sprowadzać do 70 proc. gazu – informuje „Rzeczpospolita”.
829,Aż 38 mln dolarów podatku od ponad 150 mln dochodu zapłacił w 2005 roku prezydent USA Donald Trump.
830,"Amerykański miliarder Elon Musk, szef Tesli, SpaceX i Twittera, nie jest już najbogatszym człowiekiem na świecie."
831,PGNiG prowadzi badania nad zagospodarowaniem odpadów komunalnych.
832,"Jest gorzka, cierpka, ale przy tym bardzo zdrowa."
833,Epidemia koronawirusa negatywnie wpływa na włoską gospodarkę.
834,Minister spraw zagranicznych Ukrainy Dmytro Kułeba wezwał do bojkotowania koncernu samochodowego Renault.
835,"Już 30 samorządów i przedsiębiorstw stara się o uruchomienie inwestycji geotermalnych przy wsparciu funduszy państwowych. „Nasz Dziennik” ocenia, że w kolejnych miesiącach wniosków będzie jeszcze więcej."
836,"Prezes Giełdy Papierów Wartościowych Marek Dietl chce, by giełda mogła wspierać rozwój gospodarczy w Polsce."
837,"Osoby, które zalegają z zapłatą co najmniej 5 tys. zł podatku, trafią na nowy portal skarbówki – informuje „Rzeczpospolita”."
838,"Premier Japonii Fumio Kishida ogłosił, że rząd uwolni część swoich rezerw ropy naftowej w porozumieniu ze Stanami Zjednoczonymi w sposób, który nie narusza japońskiego prawa."
839,Pierwsze latające taksówki we Włoszech będą przewoziły pasażerów już w czasie zimowych igrzysk olimpijskich w 2026 roku.
840,Dobre wieści z rynku pracy.
841,W trakcie robót budowlanych przy przekopie Mierzei Wiślanej wydobyto około 17 kg bursztynu – poinformowało w odpowiedzi na poselską interpelację Ministerstwo Klimatu i Środowiska.
842,Władze Kalifornii zrezygnowały z planowanego opodatkowania SMS-ów.
843,– Tego typu umowy są negocjowane w sposób tajny.
844,Ochronią mieszkańców części Żuław przed tak zwaną „cofką” i staną się ważnym elementem zabezpieczenia przed powodzią.
845,Pierwsze tygodnie 2023 r. przynoszą kolejne świetne wyniki – wspólny kanał portalu tvp.info i telewizji TVP Info w serwisie YouTube w ciągu minionego roku zyskał ponad 75 tys. nowych subskrybentów – to wzrost o kilkadziesiąt procent.
846,"Warszawa stanie się członkiem Azjatyckiego Banku Inwestycji Infrastrukturalnych (ABII), stworzonej przez Pekin instytucji, która ma poprawić współpracę Chin z jej partnerami na całym świecie – informuje Polskie Radio."
847,Notowania kontraktów na gaz na najbliższe miesiące na holenderskim hubie TTF wzrosły we wtorek o ok. 20 proc.
848,Złoty w poniedziałek rano traci do głównych walut.
849,PLL LOT odebrały w piątek w Stanach Zjednoczonych ósmego i zarazem ostatniego z zamówionych samolotów typu Boeing 787-8 Dreamliner.
850,"87 proc. uczestników dorocznego badania na zlecenie Związku Banków Polskich ufa bankowi, w którym trzyma swoje pieniądze. 75 proc. respondentów jest przekonanych o bezpieczeństwie zdeponowanych w banku pieniędzy – wynika z rezultatów badania."
851,Około 230 stacji benzynowych rosyjskiej sieci Łukoil w Polsce oraz na Litwie i Łotwie będzie sprzedanych austriackiej firmie AMIC Energy Management.
852,–  Centralny Port Komunikacyjny (CPK) ma szansę być jednym z najważniejszych portów w Europie – przekonuje minister infrastruktury i budownictwa.
853,W Grecji rozpoczął się 24-godzinny strajk sfery budżetowej.
854,"Mamy świadomość, że składki zdrowotne płacone przez osoby prowadzące działalność gospodarczą są dzisiaj dość niskie."
855,"Przedsiębiorca, który w czasie pandemii prowadzi firmę w mieszkaniu, może rozliczyć w kosztach PIT wydatki na czynsz, media oraz sprzęt."
856,"„Chcemy zaprezentować Polskę młodą, Polskę odważną, Polskę, która ma ambicję, aby równać do najlepszych”."
857,"Zmniejsza się liczba pracowników z Europy Wschodniej, chcących znaleźć zatrudnienie w holenderskim rolnictwie i ogrodnictwie – pisze w czwartek dziennik „Trouw”."
858,"Średnia cena nowego auta wyniosła w sierpniu 153,6 tys. zł i była o 13,9 proc. wyższa rdr."
859,"Polskie agencje zatrudnienia działające na Ukrainie ostrzegają: nasila się konkurencja o tamtejszych pracowników ze strony Czech, Słowacji i Niemiec – podkreśla poniedziałkowa „Rzeczpospolita”."
860,"W okresie od stycznia do czerwca przyjechało do nas 8 tys. pracowników z Azji – tyle, ile przez cały rok 2016."
861,Projektantka Bouchra Jarrar została nowym dyrektorem kreatywnym jednego z najstarszych francuskich domów mody – Lanvin.
862,"Mija kolejny dzień,  w którym polski złoty zyskuje na wartości."
863,Ponad 2 tys. kierowców czekało w piątek do odprawy samochodów w tranzycie przez przejście z Ukrainą w Zosinie (Lubelskie).
864,– Mamy przyrost pasażerów w PKP Intercity.
865,Resort finansów przekonuje kapitał – od USA po Azję – do kupowania obligacji.
866,"Sprzedaż detaliczna wyrównana sezonowo wzrosła w Polsce w lipcu, rok do roku, o 7,7 proc. – podał  unijny urząd statystyczny Eurostat."
867,"Zapewnienie lepszej niż dotąd ochrony konsumentów, którzy zawierają umowy pożyczki mieszkaniowej – taki jest, według Urzędu Komisji Nadzoru Finansowego, cel nowej ustawy o kredycie hipotecznym, która w sobotę weszła w życie."
868,"Pierwszy raz od ośmiu lat Polska znalazła się w 2016 roku w piątce najpopularniejszych europejskich kierunków, które wybierają inwestorzy zagraniczni – podała firma audytorska EY, jedna z największych na świecie."
869,"Gdy lekarz medycyny pracy jest niedostępny, wówczas badanie wstępne lub kontrolne może przeprowadzić inny lekarz – wskazuje Ministerstwo Rodziny, Pracy i Polityki Społecznej."
870,"Agencja Fitch podwyższyła długoterminowy rating IDR PKN Orlen do „BBB+” z „BBB-”, wycofując go z listy obserwacyjnej ze wskazaniem pozytywnym. „Perspektywa ratingu jest stabilna” – podał Fitch w komunikacie."
871,"Od północy po południe Włoch rośnie liczba regionów, których władze chcą, by 4 maja, czyli po wygaśnięciu obowiązującego rządowego dekretu z restrykcjami w ramach walki z epidemią koronawirusa, rozpoczęła się druga faza odmrażania gospodarki i łagodzenia ograniczeń."
872,"Wiceszef MSZ Marcin Przydacz wspomniał w jednym z wywiadów, że dzięki PiS ruszyła w Polsce budowa terminala LNG. „O budowie zdecydował poprzedni rząd, kłamco” – zaatakował polityka szef „Newsweeka” sympatyzujący z Platformą Obywatelską."
873,"Nieczynna od 29 czerwca grecka giełda będzie zamknięta jeszcze w poniedziałek, ale być może zacznie pracę we wtorek – poinformowała w niedzielę wieczorem agencja Reutera."
874,"Decyzje Rady będą zależne od napływających informacji dotyczących perspektyw inflacji i aktywności gospodarczej, w tym od wpływu agresji zbrojnej Rosji przeciw Ukrainie na polską gospodarkę – stwierdzono w czwartkowym komunikacie po posiedzeniu Rady Polityki Pieniężnej."
875,Z roku na rok wydajemy coraz więcej na Boże Narodzenie.
876,"Inwestorzy pozbywają się akcji banków po tym, jak wczoraj Beata Szydło, kandydatka PiS na premiera powtórzyła, że po ewentualnym zwycięstwie w jesiennych wyborach partia ta będzie chciała wprowadzić podatek od bankowych aktywów – informuje „Puls Biznesu”."
877,"Nie akceptujemy propozycji prezydencji fińskiej w sprawie unijnego budżetu, to nie jest żadne pole do kompromisu – powiedział w czwartek w Brukseli premier Mateusz Morawiecki."
878,– PZU wprowadziło polisy ubezpieczeniowe dla kupujących sprzęt RTV i AGD na portalu internetowym allegro.pl – oświadczyła Małgorzata Sadurska z zarządu PZU.
879,"Uczestnicy konferencji ekonomicznej  „Energy Summit 2019 – warunki zrównoważonej transformacji energetycznej” mają okazję wypracować wspólne stanowisko, w którym wyrażone zostaną m.in. oczekiwania w odniesieniu do polityki gospodarczej i komatycznej realizowanej przez UE."
880,W czwartek zostanie opublikowany projekt strategii rozwoju rynku kapitałowego i rozpoczną się jego konsultacje publiczne.
881,"Międzynarodowa agencja ratingowa Moody’s uznała, że Białoruś zalega ze spłatą obligacji w walutach obcych – informuje Biełsat."
882,"Bułgarzy chcą, by należące do ich armii myśliwce MiG-29 były remontowane w Polsce."
883,Od środy warszawski urząd pracy rozpoczyna nabór wniosków o dofinansowanie dla przedsiębiorców i osób samozatrudnionych – przypomniał stołeczny ratusz w komunikacie.
884,Jak wygląda sytuacja złotego na międzynarodowym rynku walutowym?
885,W pierwszym półroczu wzrósł popyt na kredyty mieszkaniowe.
886,Operatorzy polskiego i duńskiego systemu przesyłu gazu podpisali w Kopenhadze umowę z unijną Agencją Wykonawczą ds.
887,Były głośne zapowiedzi bojkotu i opuszczenia rosyjskiego rynku.
888,Kierowcy mogą już korzystać z prawie 30 kilometrów drogi ekspresowej S19 na Podkarpaciu.
